"SYMBOL","NAME OF COMPANY"," SERIES"," DATE OF LISTING"," PAID UP VALUE"," MARKET LOT"," ISIN NUMBER"," FACE VALUE"
"DELTACORP","Delta Corp Limited","EQ","02-NOV-2007",1,1,"INE124G01033",1
"DEN","Den Networks Limited","EQ","24-NOV-2009",10,1,"INE947J01015",10
"DENABANK","Dena Bank","EQ","15-JAN-1997",10,1,"INE077A01010",10
"DENABANK","Dena Bank","IL","13-JAN-2000",10,1,"INE077A01010",10
"DENORA","De Nora India Limited","EQ","07-AUG-1997",10,1,"INE244A01016",10
"DENSO","Denso India Limited","EQ","30-JUN-2010",10,1,"INE502A01017",10
"DEWANHOUS","Dewan Housing Finance Corporation Limited","EQ","01-OCT-2002",10,1,"INE202B01012",10
"DHAMPURSUG","The Dhampur Sugar Mills Limited","EQ","29-MAR-1995",10,1,"INE041A01016",10
"DHANBANK","Dhanlaxmi Bank Limited","EQ","01-APR-2004",10,1,"INE680A01011",10
"DHANUS","Dhanus Technologies Limited","EQ","17-OCT-2007",10,1,"INE406H01016",10
"DHARSUGAR","Dharani Sugars & Chemicals Limited","EQ","22-MAY-1996",10,1,"INE988C01014",10
"DIAPOWER","Diamond Power Infra Ltd","EQ","29-SEP-2010",10,1,"INE989C01012",10
"DICIND","DIC India Limited","EQ","30-AUG-1995",10,1,"INE303A01010",10
"DIGJAM","Digjam Limited","EQ","05-SEP-2006",10,1,"INE471A01023",10
"DISHMAN","Dishman Pharmaceuticals and Chemicals Limited","EQ","22-APR-2004",2,1,"INE353G01020",2
"DISHTV","Dish TV India Limited","EQ","18-APR-2007",1,1,"INE836F01026",1
"DIVISLAB","Divi's Laboratories Limited","EQ","12-MAR-2003",2,1,"INE361B01024",2
"DLF","DLF Limited","EQ","05-JUL-2007",2,1,"INE271C01023",2
"DLINKINDIA","D-Link (India) Limited","EQ","18-DEC-2009",2,1,"INE250K01012",2
"DOLPHINOFF","Dolphin Offshore Enterprises (India) Limited","EQ","06-OCT-2006",10,1,"INE920A01011",10
"DONEAR","Donear Industries Limited","EQ","20-DEC-2006",2,1,"INE668D01028",2
"DPSCLTD","DPSC Limited","EQ","21-APR-2008",10,1,"INE360C01016",10
"DPTL","Dhunseri Petrochem & Tea Limited","EQ","11-JAN-2008",10,1,"INE477B01010",10
"DREDGECORP","Dredging Corporation of India Limited","EQ","15-JAN-2004",10,1,"INE506A01018",10
"DRREDDY","Dr. Reddy's Laboratories Limited","EQ","30-MAY-2003",5,1,"INE089A01023",5
"DSKULKARNI","DS Kulkarni Developers Limited","EQ","08-FEB-1995",10,1,"INE891A01014",10
"DUNCANSIND","Duncans Industries Limited","EQ","29-MAR-1995",10,1,"INE508A01014",10
"DWARKESH","Dwarikesh Sugar Industries Limited","EQ","31-DEC-2004",10,1,"INE366A01033",10
"DYNAMATECH","Dynamatic Technologies Limited","EQ","14-SEP-2006",10,1,"INE221B01012",10
"EASTSILK","Eastern Silk Industries Limited","EQ","03-JUL-1996",2,1,"INE962C01027",2
"EASUNREYRL","Easun Reyrolle Limited","EQ","23-JUL-1997",2,1,"INE268C01029",2
"ECEIND","ECE Industries Limited","EQ","24-SEP-2007",10,1,"INE588B01014",10
"ECLERX","eClerx Services Limited","EQ","31-DEC-2007",10,1,"INE738I01010",10
"EDELWEISS","Edelweiss Capital Limited","EQ","12-DEC-2007",1,1,"INE532F01054",1
"EDL","Empee Distilleries Limited","EQ","26-NOV-2007",10,1,"INE180G01019",10
"EDSERV","Edserv Softsystems Limited","EQ","02-MAR-2009",10,1,"INE889J01019",10
"EDUCOMP","Educomp Solutions Limited","EQ","13-JAN-2006",2,1,"INE216H01027",2
"EICHERMOT","Eicher Motors Limited","EQ","07-SEP-2004",10,1,"INE066A01013",10
"EIDPARRY","EID Parry India Limited","EQ","10-MAY-1995",1,1,"INE126A01031",1
"EIHAHOTELS","EIH Associated Hotels Limited","EQ","08-APR-2008",10,1,"INE276C01014",10
"EIHOTEL","EIH Limited","EQ","08-FEB-1995",2,1,"INE230A01023",2
"EIMCOELECO","Eimco Elecon (India) Limited","EQ","17-APR-1996",10,1,"INE158B01016",10
"EKC","Everest Kanto Cylinder Limited","EQ","15-DEC-2005",2,1,"INE184H01027",2
"ELDERPHARM","Elder Pharmaceuticals Limited","EQ","19-APR-2000",10,1,"INE975A01015",10
"ELECON","Elecon Engineering Company Limited","EQ","29-SEP-2006",2,1,"INE205B01023",2
"ELECTCAST","Electrosteel Castings Limited","EQ","20-JUN-2003",1,1,"INE086A01029",1
"ELECTHERM","Electrotherm (India) Limited","EQ","20-AUG-2007",10,1,"INE822G01016",10
"ELFORGE","EL Forge Limited","EQ","05-NOV-2009",10,1,"INE158F01017",10
"ELGIEQUIP","Elgi Equipments Limited","EQ","22-NOV-1995",1,1,"INE285A01027",1
"ELNET","Elnet Technologies Limited","EQ","05-NOV-2009",10,1,"INE033C01019",10
"EMAMILTD","Emami Limited","EQ","03-AUG-2006",1,1,"INE548C01032",1
"EMCO","Emco Limited","EQ","15-DEC-2005",2,1,"INE078A01026",2
"EMKAY","Emkay Global Financial Services Limited","EQ","28-APR-2006",10,1,"INE296H01011",10
"EMMBI","Emmbi Polyarns Limited","EQ","24-FEB-2010",10,1,"INE753K01015",10
"EMPEESUG","Empee Sugars and Chemicals Limited","EQ","09-AUG-2010",10,1,"INE928B01012",10
"ENERGYDEV","Energy Development Company Limited","EQ","02-NOV-2007",10,1,"INE306C01019",10
"ENGINERSIN","Engineers India Limited","EQ","20-AUG-1997",5,1,"INE510A01028",5
"ENIL","Entertainment Network (India) Limited","EQ","15-FEB-2006",10,1,"INE265F01028",10
"ENTEGRA","Entegra Limited","EQ","22-OCT-2001",10,1,"INE826A01028",10
"ERAINFRA","Era Infra Engineering Limited","EQ","29-MAR-2006",2,1,"INE039E01020",2
"EROSMEDIA","Eros International Media Limited","EQ","06-OCT-2010",10,1,"INE416L01017",10
"ESABINDIA","Esab India Limited","EQ","01-NOV-1995",10,1,"INE284A01012",10
"ESCORTS","Escorts Limited","EQ","01-MAR-1995",10,1,"INE042A01014",10
"ESL","Electrosteel Steels Limited","EQ","08-OCT-2010",10,1,"INE481K01013",10
"ESSAROIL","Essar Oil Limited","EQ","02-AUG-1995",10,1,"INE011A01019",10
"ESSARSHIP","Essar Shipping Ports & Logistics Limited","EQ","11-MAR-2008",10,1,"INE282A01016",10
"ESSDEE","Ess Dee Aluminium Limited","EQ","28-DEC-2006",10,1,"INE825H01017",10
"ESSELPACK","Essel Propack Limited","EQ","11-FEB-2002",2,1,"INE255A01020",2
"EUROCERA","Euro Ceramics Limited","EQ","09-MAR-2007",10,1,"INE649H01011",10
"EUROMULTI","Euro Multivision Limited","EQ","15-OCT-2009",10,1,"INE063J01011",10
"EUROTEXIND","Eurotex Industries and Exports Limited","EQ","31-JAN-1996",10,1,"INE022C01012",10
"EVEREADY","Eveready Industries India Limited","EQ","27-APR-2005",5,1,"INE128A01029",5
"EVERESTIND","Everest Industries Limited","EQ","29-MAR-1995",10,1,"INE295A01018",10
"EVERONN","Everonn Education Limited","EQ","01-AUG-2007",10,1,"INE678H01010",10
"EVINIX","Evinix Accessories Limited","EQ","07-MAR-2007",1,1,"INE961H01028",1
"EXCELCROP","Excel Crop Care Limited","EQ","16-JUN-2004",5,1,"INE223G01017",5
"EXCELINDUS","Excel Industries Limited","EQ","16-JUN-2004",5,1,"INE369A01029",5
"EXCELINFO","Excel Infoways Limited","EQ","03-AUG-2009",10,1,"INE688J01015",10
"EXIDEIND","Exide Industries Limited","EQ","17-JUN-2003",1,1,"INE302A01020",1
"FACT","Fertilizers and Chemicals Travancore Limited","EQ","12-APR-1995",10,1,"INE188A01015",10
"FAGBEARING","FAG Bearings India Limited","EQ","29-NOV-2000",10,1,"INE513A01014",10
"FAME","Fame India Limited","EQ","29-APR-2005",10,1,"INE886G01011",10
"FAME","Fame India Limited","TT","29-APR-2005",10,1,"INE886G01011",10
"FARMAXIND","Farmax India Limited","EQ","17-AUG-2010",1,1,"INE890I01035",1
"FCH","Future Capital Holdings Limited","EQ","01-FEB-2008",10,1,"INE688I01017",10
"FCSSOFT","FCS Software Solutions Limited","EQ","21-SEP-2005",1,1,"INE512B01022",1
"FDC","FDC Limited","EQ","07-AUG-1997",1,1,"INE258B01022",1
"FEDDERLOYD","Fedders Lloyd Corporation Limited","EQ","15-SEP-2005",10,1,"INE249C01011",10
"FEDERALBNK","The Federal Bank  Limited","EQ","08-FEB-1995",10,1,"INE171A01011",10
"FIEMIND","Fiem Industries Limited","EQ","19-OCT-2006",10,1,"INE737H01014",10
"FINANTECH","Financial Technologies (India) Limited","EQ","20-JUN-2005",2,1,"INE111B01023",2
"FINCABLES","Finolex Cables Limited","EQ","15-FEB-1995",2,1,"INE235A01022",2
"FINPIPE","Finolex Industries Limited","EQ","08-FEB-1995",10,1,"INE183A01016",10
"FIRSTLEASE","First Leasing Company of India Limited","EQ","19-JUL-2000",10,1,"INE492B01019",10
"FIRSTWIN","First Winner Industries Limited","EQ","08-JUL-2008",10,1,"INE315J01015",10
"FKONCO","Fresenius Kabi Oncology Limited","EQ","30-SEP-2004",1,1,"INE575G01010",1
"FMGOETZE","Federal-Mogul Goetze (India) Limited.","EQ","08-FEB-1995",10,1,"INE529A01010",10
"FORTIS","Fortis Healthcare Limited","EQ","09-MAY-2007",10,1,"INE061F01013",10
"FOSECOIND","Foseco India Limited","EQ","05-MAY-2003",10,1,"INE519A01011",10
"FOURSOFT","Four Soft Limited","EQ","12-MAR-2004",5,1,"INE218G01017",5
"FSL","Firstsource Solutions Limited","EQ","22-FEB-2007",10,1,"INE684F01012",10
"FTCPOF5YDV","Franklin Templeton Capital Protection Oriented Fund","EQ","25-JUN-2007",10,1,"INF090I01080",10
"FTCPOF5YGR","Franklin Templeton Capital Protection Oriented Fund","EQ","25-JUN-2007",10,1,"INF090I01072",10
"FTCSF5YDIV","Franklin Templeton Mutual Fund-Capital Safety Fund-5Y Dividend Option","EQ","28-MAY-2007",10,1,"INF090I01049",10
"FTCSF5YGRO","Franklin Templeton Mutual Fund-Capital Safety Fund-5Y (Growth Option)","EQ","28-MAY-2007",10,1,"INF090I01031",10
"GABRIEL","Gabriel India Limited","EQ","20-APR-2005",1,1,"INE524A01029",1
"GAEL","Gujarat Ambuja Exports Limited","EQ","11-OCT-2000",2,1,"INE036B01022",2
"GAIL","GAIL (India) Limited","EQ","02-APR-1997",10,1,"INE129A01019",10
"GAL","Gyscoal Alloys Limited","EQ","27-OCT-2010",10,1,"INE482J01013",10
"GALLANTT","Gallantt Metal Limited","EQ","04-APR-2006",10,1,"INE297H01019",10
"GALLISPAT","Gallantt Ispat Limited","EQ","11-OCT-2010",10,1,"INE528K01011",10
"GAMMNINFRA","Gammon Infrastructure Projects Limited","EQ","03-APR-2008",2,1,"INE181G01025",2
"GAMMONIND","Gammon India Limited","EQ","16-OCT-1996",2,1,"INE259B01020",2
"GANDHITUBE","Gandhi Special Tubes Limited","EQ","31-JAN-2007",5,1,"INE524B01027",5
"GANESHHOUC","Ganesh Housing Corporation Limited","EQ","02-MAR-2007",10,1,"INE460C01014",10
"GANGOTRI","Gangotri Textiles Limited","EQ","07-APR-2006",5,1,"INE670B01028",5
"GARDENSILK","Garden Silk Mills Limited","EQ","01-APR-2003",10,1,"INE526A01016",10
"GARWALLROP","Garware  Wall Ropes Limited","EQ","03-APR-2007",10,1,"INE276A01018",10
"GARWOFFS","Garware Offshore Services Limited","EQ","03-MAY-2007",10,1,"INE446C01013",10
"GATI","GATI Limited","EQ","10-OCT-2006",2,1,"INE152B01027",2
"GDL","Gateway Distriparks Limited","EQ","31-MAR-2005",10,1,"INE852F01015",10
"GEECEE","GeeCee Ventures Limited","EQ","04-OCT-2006",10,1,"INE916G01016",10
"GEINDSYS","GEI Industrial Systems Limited","EQ","13-AUG-2010",10,1,"INE599B01011",10
"GEMINI","Gemini Communication Limited","EQ","18-JAN-2007",1,1,"INE878C01033",1
"GENESYS","Genesys International Corporation Limited","EQ","23-JAN-2003",5,1,"INE727B01026",5
"GENUSPOWER","Genus Power Infrastructures Limited","EQ","08-JUL-2005",1,1,"INE955D01029",1
"GEODESIC","Geodesic Limited","EQ","07-JUL-2004",2,1,"INE371D01029",2
"GEOJITBNPP","Geojit BNP Paribas Financial Services Limited","EQ","01-JUL-2005",1,1,"INE007B01023",1
"GEOMETRIC","Geometric Limited","EQ","15-MAR-2000",2,1,"INE797A01021",2
"GESHIP","The Great Eastern Shipping Company Limited","EQ","27-NOV-2006",10,1,"INE017A01032",10
"GHCL","GHCL Limited","EQ","31-JUL-2003",10,1,"INE539A01019",10
"GICHSGFIN","GIC Housing Finance Limited","EQ","08-MAY-1996",10,1,"INE289B01019",10
"GILLANDERS","Gillanders Arbuthnot & Company Limited","EQ","14-DEC-2009",10,1,"INE047B01011",10
"GILLETTE","Gillette India Limited","EQ","30-JUL-2003",10,1,"INE322A01010",10
"GINNIFILA","Ginni Filaments Limited","EQ","10-MAY-1995",10,1,"INE424C01010",10
"GIPCL","Gujarat Industries Power Company Limited","EQ","08-FEB-1995",10,1,"INE162A01010",10
"GITANJALI","Gitanjali Gems Limited","EQ","10-MAR-2006",10,1,"INE346H01014",10
"GKB","GKB Ophthalmics Limited","EQ","02-MAR-2010",10,1,"INE265D01015",10
"GKWLIMITED","GKW Limited","EQ","20-JUL-2009",10,1,"INE528A01020",10
"GLAXO","GlaxoSmithKline Pharmaceuticals Limited","EQ","15-DEC-2000",10,1,"INE159A01016",10
"GLENMARK","Glenmark Pharmaceuticals Limited","EQ","07-FEB-2000",1,1,"INE935A01035",1
"GLFL","Gujarat Lease Financing Limited","EQ","08-FEB-1995",10,1,"INE540A01017",10
"GLOBALVECT","Global Vectra Helicorp Limited","EQ","27-OCT-2006",10,1,"INE792H01019",10
"GLOBUSSPR","Globus Spirits Limited","EQ","23-SEP-2009",10,1,"INE615I01010",10
"GLODYNE","Glodyne Technoserve Limited","EQ","10-NOV-2005",10,1,"INE932G01013",10
"GLORY","Glory Polyfilms Limited","EQ","18-JUN-2007",10,1,"INE408H01012",10
"GMBREW","GM Breweries Limited","EQ","23-AUG-1995",10,1,"INE075D01018",10
"GMDCLTD","Gujarat Mineral Development Corporation Limited","EQ","17-DEC-1997",2,1,"INE131A01031",2
"GMRINFRA","GMR Infrastructure Limited","EQ","21-AUG-2006",1,1,"INE776C01039",1
"GNFC","Gujarat Narmada Valley Fertilizer Company Limited","EQ","17-MAY-1995",10,1,"INE113A01013",10
"GOACARBON","Goa Carbon Limited","EQ","05-JUN-2007",10,1,"INE426D01013",10
"GODFRYPHLP","Godfrey Phillips India Limited","EQ","24-JUL-1996",10,1,"INE260B01010",10
"GODREJCP","Godrej Consumer Products Limited","EQ","20-JUN-2001",1,1,"INE102D01028",1
"GODREJIND","Godrej Industries Limited","EQ","25-FEB-2003",1,1,"INE233A01035",1
"GODREJPROP","Godrej Properties Limited","EQ","05-JAN-2010",10,1,"INE484J01019",10
"GOENKA","Goenka Diamond and Jewels Limited","EQ","16-APR-2010",10,1,"INE516K01016",10
"GOKEX","Gokaldas Exports Limited","EQ","27-APR-2005",5,1,"INE887G01027",5
"GOKUL","Gokul Refoils and Solvent Limited","EQ","04-JUN-2008",2,1,"INE020J01029",2
"GOLDENTOBC","Golden Tobacco Limited","EQ","08-FEB-1995",10,1,"INE973A01010",10
"GOLDIAM","Goldiam International Limited","EQ","29-AUG-2005",10,1,"INE025B01017",10
"GOLDINFRA","Goldstone Infratech Limited","EQ","20-MAR-2002",4,1,"INE260D01016",4
"GOLDTECH","Goldstone Technologies Limited","EQ","11-APR-2001",10,1,"INE805A01014",10
"GPIL","Godawari Power And Ispat limited","EQ","25-APR-2006",10,1,"INE177H01013",10
"GPPL","Gujarat Pipavav Port Limited","EQ","09-SEP-2010",10,1,"INE517F01014",10
"GRABALALK","Grabal Alok Impex Limited","EQ","08-APR-2008",10,1,"INE012D01011",10
"GRANULES","Granules India Limited","EQ","20-JUN-2005",10,1,"INE101D01012",10
"GRAPHITE","Graphite India Limited","EQ","07-FEB-2003",2,1,"INE371A01025",2
"GRASIM","Grasim Industries Limited","EQ","10-MAY-1995",10,1,"INE047A01013",10
"GRASIM","Grasim Industries Limited","IL","10-MAY-1995",10,1,"INE047A01013",10
"GRAVITA","Gravita India Limited","EQ","16-NOV-2010",10,1,"INE024L01019",10
"GREAVESCOT","Greaves Cotton Limited","EQ","09-SEP-2004",2,1,"INE224A01026",2
"GREENPLY","Greenply Industries Limited","EQ","06-MAR-1996",5,1,"INE461C01020",5
"GREENPOWER","Orient Green Power Company Limited","EQ","08-OCT-2010",10,1,"INE999K01014",10
"GRINDWELL","Grindwell Norton Limited","EQ","11-SEP-2006",5,1,"INE536A01023",5
"GRUH","Gruh Finance Limited","EQ","10-SEP-2004",10,1,"INE580B01011",10
"GSFC","Gujarat State Fertilizers & Chemicals Limited","EQ","06-SEP-1995",10,1,"INE026A01017",10
"GSKCONS","GlaxoSmithKline Consumer Healthcare Limited","EQ","16-JUN-2003",10,1,"INE264A01014",10
"GSLNOVA","GSL Nova Petrochemicals Limited","EQ","14-DEC-2009",5,1,"INE787A01022",5
"GSPL","Gujarat State Petronet Limited","EQ","16-FEB-2006",10,1,"INE246F01010",10
"GSSAMERICA","GSS America Infotech Limited","EQ","07-MAR-2008",10,1,"INE871H01011",10
"GTL","GTL Limited","EQ","29-MAR-1995",10,1,"INE043A01012",10
"GTLINFRA","GTL Infrastructure Limited","EQ","09-NOV-2006",10,1,"INE221H01019",10
"GTNIND","GTN Industries Limited","EQ","02-AUG-1995",10,1,"INE537A01013",10
"GTNTEX","GTN Textiles Limited","EQ","18-MAY-2006",10,1,"INE302H01017",10
"GTOFFSHORE","Great Offshore Limited","EQ","21-DEC-2006",10,1,"INE892H01017",10
"GUFICBIO","Gufic Biosciences Limited","EQ","19-OCT-2004",1,1,"INE742B01025",1
"GUJALKALI","Gujarat Alkalies and Chemicals Limited","EQ","07-AUG-1997",10,1,"INE186A01019",10
"GUJAPOLLO","Gujarat Apollo Industries Limited","EQ","04-JUN-2007",10,1,"INE826C01016",10
"GUJFLUORO","Gujarat Fluorochemicals Limited","EQ","25-MAY-1995",1,1,"INE538A01037",1
"GUJNRECOKE","Gujarat NRE Coke Limited","EQ","02-AUG-2004",10,1,"INE110D01013",10
"GUJNREDVR","Gujarat NRE Coke Limited","EQ","26-MAY-2010",10,1,"IN9110D01011",10
"GUJRATGAS","Gujarat Gas Company Limited","EQ","01-APR-2003",2,1,"INE374A01029",2
"GUJSIDHCEM","Gujarat Sidhee Cements Limited","EQ","06-JUL-1995",10,1,"INE542A01013",10
"GUJSTATFIN","Gujarat State Financial Corporation","BT","02-MAY-1997",10,100,"INE944A01011",10
"GULFOILCOR","Gulf Oil Corporation Limited","EQ","08-NOV-2007",2,1,"INE077F01027",2
"GVKPIL","GVK Power & Infrastructure Limited","EQ","27-FEB-2006",1,1,"INE251H01024",1
"HALONIX","Halonix Limited","EQ","12-JAN-2004",10,1,"INE455B01016",10
"HANUNG","Hanung Toys and Textiles Limited","EQ","20-OCT-2006",10,1,"INE648H01013",10
"HARITASEAT","Harita Seating Systems Limited","EQ","06-APR-2009",10,1,"INE939D01015",10
"HARRMALAYA","Harrisons  Malayalam Limited","EQ","08-FEB-1995",10,1,"INE544A01019",10
"HATHWAY","Hathway Cable & Datacom Limited","EQ","25-FEB-2010",10,1,"INE982F01028",10
"HAVELLS","Havells India Limited","EQ","21-MAR-2001",5,1,"INE176B01026",5
"HBLPOWER","HBL Power Systems Limited","EQ","04-JAN-2007",1,1,"INE292B01021",1
"HBSTOCK","HB Stockholdings Limited","EQ","15-OCT-1997",10,1,"INE550B01014",10
"HCC","Hindustan Construction Company Limited","EQ","01-APR-2003",1,1,"INE549A01026",1
"HCIL","Himadri Chemicals and Industries Limited","EQ","02-MAR-2007",1,1,"INE019C01026",1
"HCL-INSYS","HCL Infosystems Limited","EQ","01-JAN-1997",2,1,"INE236A01020",2
"HCLTECH","HCL Technologies Limited","EQ","06-JAN-2000",2,1,"INE860A01027",2
"HDFC","Housing Development Finance Corporation Limited","EQ","23-OCT-1996",2,1,"INE001A01036",2
"HDFCBANK","HDFC Bank Limited","EQ","08-NOV-1995",10,1,"INE040A01018",10
"HDIL","Housing Development and Infrastructure Limited","EQ","24-JUL-2007",10,1,"INE191I01012",10
"HEG","HEG Limited","EQ","10-MAY-1995",10,1,"INE545A01016",10
"HEIDELBERG","HeidelbergCement India Limited","EQ","15-MAR-1995",10,1,"INE578A01017",10
"HELIOSMATH","Helios And Matheson Information Technology Limited","EQ","24-FEB-2005",10,1,"INE674B01012",10
"HERCULES","Hercules Hoists Limited","EQ","19-FEB-2008",1,1,"INE688E01024",1
"HEROHONDA","Hero Honda Motors Limited","EQ","11-APR-2003",2,1,"INE158A01026",2
"HEXAWARE","Hexaware Technologies Limited","EQ","14-JUN-2002",2,1,"INE093A01033",2
"HEXAWARE","Hexaware Technologies Limited","TT","14-JUN-2002",2,1,"INE093A01033",2
"HGSL","Hinduja Global Solutions Limited","EQ","19-JUN-2007",10,1,"INE170I01016",10
"HIKAL","Hikal Limited","EQ","14-FEB-2001",10,1,"INE475B01014",10
"HILTON","Hilton Metal Forging Limited","EQ","24-MAY-2007",10,1,"INE788H01017",10
"HINDALCO","Hindalco Industries Limited","EQ","08-JAN-1997",1,1,"INE038A01020",1
"HINDCOMPOS","Hindustan Composites Limited","EQ","08-MAY-1996",10,1,"INE310C01011",10
"HINDCOPPER","Hindustan Copper Limited","EQ","15-SEP-2010",5,1,"INE531E01026",5
"HINDDORROL","Hindustan Dorr-Oliver Limited","EQ","06-DEC-1995",2,1,"INE551A01022",2
"HINDNATGLS","Hindusthan National Glass & Industries Limited","EQ","15-APR-2009",2,1,"INE952A01022",2
"HINDOILEXP","Hindustan Oil Exploration Company Limited","EQ","23-SEP-2003",10,1,"INE345A01011",10
"HINDPETRO","Hindustan Petroleum Corporation Limited","EQ","17-JUN-1998",10,1,"INE094A01015",10
"HINDSYNTEX","Hind Syntex Limited","EQ","08-FEB-1995",10,1,"INE155B01012",10
"HINDUJAFO","Hinduja Foundries Limited","EQ","26-SEP-2006",10,1,"INE291F01016",10
"HINDUJAVEN","Hinduja Ventures Limited","EQ","24-APR-2007",10,1,"INE353A01023",10
"HINDUNILVR","Hindustan Unilever Limited","EQ","06-JUL-1995",1,1,"INE030A01027",1
"HINDZINC","Hindustan Zinc Limited","EQ","21-NOV-2006",10,1,"INE267A01017",10
"HIRECT","Hind Rectifiers Limited","EQ","26-DEC-2006",2,1,"INE835D01023",2
"HITACHIHOM","Hitachi Home and Life Solutions (India) Limited","EQ","03-JAN-2000",10,1,"INE782A01015",10
"HITECHGEAR","Hi-Tech Gears Limited","EQ","21-JAN-2002",10,1,"INE127B01011",10
"HITECHPLAS","Hitech Plast Limited","EQ","20-DEC-2007",10,1,"INE120D01012",10
"HMT","HMT Limited","EQ","29-AUG-2003",10,1,"INE262A01018",10
"HMVL","Hindustan Media Ventures Limited","EQ","21-JUL-2010",10,1,"INE871K01015",10
"HONAUT","Honeywell Automation India Limited","EQ","18-JUL-2003",10,1,"INE671A01010",10
"HONDAPOWER","Honda Siel Power Products Limited","EQ","01-APR-2003",10,1,"INE634A01018",10
"HOPFL","House of Pearl Fashions Limited","EQ","15-FEB-2007",10,1,"INE940H01014",10
"HOTELEELA","Hotel Leela Venture Limited","EQ","19-JUL-1995",2,1,"INE102A01024",2
"HOTELRUGBY","Hotel Rugby Limited","EQ","03-APR-1996",10,1,"INE275F01019",10
"HOVS","HOV Services Limited","EQ","27-SEP-2006",10,1,"INE596H01014",10
"HSIL","HSIL Limited","EQ","31-MAY-2000",2,1,"INE415A01038",2
"HTMEDIA","HT Media Limited","EQ","01-SEP-2005",2,1,"INE501G01024",2
"HYDRBADIND","Hyderabad Industries Limited","EQ","26-APR-1995",10,1,"INE557A01011",10
"HYDROS&S","Hydro S & S Industries Limited","EQ","08-JAN-2010",10,1,"INE473D01015",10
"IBN18","ibn18 Broadcast Limited","EQ","08-FEB-2007",2,1,"INE886H01027",2
"IBPOW","Indiabulls Power Limited","EQ","30-OCT-2009",10,1,"INE399K01017",10
"IBREALEST","Indiabulls Real Estate Limited","EQ","23-MAR-2007",2,1,"INE069I01010",2
"IBSEC","Indiabulls Securities Limited","EQ","02-APR-2008",2,1,"INE274G01010",2
"ICICIBANK","ICICI Bank Limited","EQ","17-SEP-1997",10,1,"INE090A01013",10
"ICIL","Indo Count Industries Limited","EQ","12-SEP-2005",10,1,"INE483B01018",10
"ICRA","ICRA Limited","EQ","13-APR-2007",10,1,"INE725G01011",10
"ICSA","ICSA (India) Limited","EQ","28-SEP-2006",2,1,"INE306B01029",2
"IDBI","IDBI Bank Limited","EQ","20-SEP-1995",10,1,"INE008A01015",10
"IDEA","Idea Cellular Limited","EQ","09-MAR-2007",10,1,"INE669E01016",10
"IDFC","Infrastructure Development Finance Company Limited","EQ","12-AUG-2005",10,1,"INE043D01016",10
"IFBAGRO","IFB Agro Industries Limited","EQ","03-APR-1996",10,1,"INE076C01018",10
"IFBIND","IFB Industries Limited","EQ","29-MAR-1995",10,1,"INE559A01017",10
"IFCI","IFCI Limited","EQ","26-APR-1995",10,1,"INE039A01010",10
"IFGLREFRAC","IFGL Refractories Limited","EQ","08-JAN-2004",10,1,"INE023B01012",10
"IGARASHI","Igarashi Motors India Limited","EQ","09-OCT-2003",10,1,"INE188B01013",10
"IGL","Indraprastha Gas Limited","EQ","26-DEC-2003",10,1,"INE203G01019",10
"IGPL","IG Petrochemicals Limited","EQ","29-JAN-2007",10,1,"INE204A01010",10
"IL&FSTRANS","IL&FS Transportation Networks Limited","EQ","30-MAR-2010",10,1,"INE975G01012",10
"IMPAL","India Motor Parts and Accessories Limited","EQ","07-OCT-2005",10,1,"INE547E01014",10
"IMPEXFERRO","Impex Ferro Tech Limited","EQ","03-FEB-2005",10,1,"INE691G01015",10
"INDBANK","Indbank Merchant Banking Services Limited","EQ","08-OCT-2008",10,1,"INE841B01017",10
"INDHOTEL","The Indian Hotels Company Limited","EQ","03-JUL-1996",1,1,"INE053A01029",1
"INDIABULLS","Indiabulls Financial Services Limited","EQ","24-SEP-2004",2,1,"INE894F01025",2
"INDIACEM","The India Cements Limited","EQ","31-MAY-2000",10,1,"INE383A01012",10
"INDIAGLYCO","India Glycols Limited","EQ","01-JUL-2005",10,1,"INE560A01015",10
"INDIAINFO","India Infoline Limited","EQ","17-MAY-2005",2,1,"INE530B01024",2
"INDIANB","Indian Bank","EQ","01-MAR-2007",10,1,"INE562A01011",10
"INDIANCARD","Indian Card Clothing Company Limited","EQ","08-JAN-1997",10,1,"INE061A01014",10
"INDIANHUME","Indian Hume Pipe Company Limited","EQ","30-AUG-1995",2,1,"INE323C01030",2
"INDLMETER","IMP Powers Limited","EQ","10-JAN-1996",10,1,"INE065B01013",10
"INDNIPPON","India Nippon Electricals Limited","EQ","07-MAY-1997",10,1,"INE092B01017",10
"INDOASIFU","Indo Asian Fusegear Limited","EQ","03-JAN-2007",10,1,"INE076H01017",10
"INDOCO","Indoco Remedies Limited","EQ","14-JAN-2005",10,1,"INE873D01016",10
"INDORAMA","Indo Rama Synthetics (India) Limited","EQ","20-JUN-2003",10,1,"INE156A01020",10
"INDOSOLAR","Indosolar Limited","EQ","29-SEP-2010",10,1,"INE866K01015",10
"INDOTECH","Indo Tech Transformers Limited","EQ","16-MAR-2006",10,1,"INE332H01014",10
"INDOWIND","Indowind Energy Limited","EQ","14-SEP-2007",10,1,"INE227G01018",10
"INDRAMEDCO","Indraprastha Medical Corporation Limited","EQ","17-APR-1997",10,1,"INE681B01017",10
